condition,label,reward,dataset_tag,dataset,split,method,repeat,seed,epochs,lr,config_path,result_path,status,original_wer,updated_wer,wer_delta,relative_delta_pct
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,earnings22,earnings22,test,RewardConditionedMaskLMReward0,3,123458,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/earnings22_test_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/earnings22_test_epoch1_lr1e-5_repeat3.txt,complete,0.235218,0.200335,-0.034883,-14.83
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,earnings22,earnings22,test,RewardConditionedMaskLMReward0,3,123458,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/earnings22_test_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/earnings22_test_epoch5_lr1e-5_repeat3.txt,complete,0.235239,0.187141,-0.048098,-20.45
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,rev16,rev16,test,RewardConditionedMaskLMReward0,1,123456,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/rev16_test_epoch1_lr1e-5.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/rev16_test_epoch1_lr1e-5.txt,complete,0.172504,0.166402,-0.006102,-3.54
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,rev16,rev16,test,RewardConditionedMaskLMReward0,1,123456,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/rev16_test_epoch5_lr1e-5.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/rev16_test_epoch5_lr1e-5.txt,complete,0.172504,0.163593,-0.008911,-5.17
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,rev16,rev16,test,RewardConditionedMaskLMReward0,2,123457,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/rev16_test_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/rev16_test_epoch1_lr1e-5_repeat2.txt,complete,0.172571,0.167122,-0.005449,-3.16
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,rev16,rev16,test,RewardConditionedMaskLMReward0,2,123457,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/rev16_test_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/rev16_test_epoch5_lr1e-5_repeat2.txt,complete,0.172576,0.162342,-0.010233,-5.93
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,rev16,rev16,test,RewardConditionedMaskLMReward0,3,123458,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/rev16_test_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/rev16_test_epoch1_lr1e-5_repeat3.txt,complete,0.172576,0.167015,-0.005561,-3.22
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,rev16,rev16,test,RewardConditionedMaskLMReward0,3,123458,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/rev16_test_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/rev16_test_epoch5_lr1e-5_repeat3.txt,complete,0.172571,0.162751,-0.009820,-5.69
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,TAL,this_american_life,test,RewardConditionedMaskLMReward0,1,123456,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/TAL_test_epoch1_lr1e-5.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/TAL_test_epoch1_lr1e-5.txt,complete,0.165694,0.162852,-0.002842,-1.72
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,TAL,this_american_life,test,RewardConditionedMaskLMReward0,1,123456,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/TAL_test_epoch5_lr1e-5.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/TAL_test_epoch5_lr1e-5.txt,complete,0.165700,0.159556,-0.006143,-3.71
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,TAL,this_american_life,test,RewardConditionedMaskLMReward0,2,123457,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/TAL_test_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/TAL_test_epoch1_lr1e-5_repeat2.txt,complete,0.165688,0.162900,-0.002788,-1.68
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,TAL,this_american_life,test,RewardConditionedMaskLMReward0,2,123457,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/TAL_test_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/TAL_test_epoch5_lr1e-5_repeat2.txt,complete,0.165691,0.160120,-0.005571,-3.36
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,TAL,this_american_life,test,RewardConditionedMaskLMReward0,3,123458,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/TAL_test_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/TAL_test_epoch1_lr1e-5_repeat3.txt,complete,0.165691,0.162875,-0.002817,-1.70
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,TAL,this_american_life,test,RewardConditionedMaskLMReward0,3,123458,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/TAL_test_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/TAL_test_epoch5_lr1e-5_repeat3.txt,complete,0.165686,0.159567,-0.006118,-3.69
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,chime6,chime6,test,RewardConditionedMaskLMReward0,1,123456,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/chime6_test_epoch1_lr1e-5.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/chime6_test_epoch1_lr1e-5.txt,complete,0.843585,0.813359,-0.030226,-3.58
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,chime6,chime6,test,RewardConditionedMaskLMReward0,1,123456,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/chime6_test_epoch5_lr1e-5.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/chime6_test_epoch5_lr1e-5.txt,complete,0.843620,0.808213,-0.035407,-4.20
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,chime6,chime6,test,RewardConditionedMaskLMReward0,2,123457,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/chime6_test_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/chime6_test_epoch1_lr1e-5_repeat2.txt,complete,0.843585,0.809764,-0.033821,-4.01
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,chime6,chime6,test,RewardConditionedMaskLMReward0,2,123457,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/chime6_test_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/chime6_test_epoch5_lr1e-5_repeat2.txt,complete,0.843638,0.816091,-0.027547,-3.27
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,chime6,chime6,test,RewardConditionedMaskLMReward0,3,123458,1,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/chime6_test_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/chime6_test_epoch1_lr1e-5_repeat3.txt,complete,0.843620,0.814910,-0.028710,-3.40
fixed_reward_0.0,fixed conditioning reward 0.0,0.0,chime6,chime6,test,RewardConditionedMaskLMReward0,3,123458,5,1e-5,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/configs/chime6_test_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/all_dataset_fixed_rewards_0_and_1/RewardConditionedMaskLMReward0/chime6_test_epoch5_lr1e-5_repeat3.txt,complete,0.843585,0.999982,0.156398,18.54
