condition,method,label,candidate_repeats,scorer_reward,config_path,result_path,status,original_wer,updated_wer,wer_delta,relative_wer_change_pct,rob124_fixed1_updated_wer,delta_vs_rob124_fixed1,rob124_best_condition,rob124_best_updated_wer,delta_vs_rob124_best,rob120_fixed1_updated_wer,delta_vs_rob120_fixed1
rmm_reward1_lm_rerank15,RMMReward1LMRerank15,"RMM 15 candidates, reward-1 LM CE rerank",15,1.0,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/earnings_rmm_lm_rerank/RMMReward1LMRerank15/configs/earnings22_test_epoch1_lr1e-5.yaml,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_reward_conditioning/earnings_rmm_lm_rerank/RMMReward1LMRerank15/earnings22_test_epoch1_lr1e-5.txt,complete,0.235239,0.202377,-0.032862,-13.97,0.195454,0.006923,uniform_0.5_1.0,0.194943,0.007434,0.197619,0.004758
