method,table_method,dataset_tag,dataset,dataset_label,split,epochs,lr,repeat,seed,config_path,result_path,status,result_id,original_wer,updated_wer,wer_delta,relative_delta_pct
UVQLM,UC-MLM,tedlium,tedlium,TED-LIUM,test,1,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch1_lr1e-5_repeat2.txt,complete,ROB-337-tedlium-test-UVQLM-epoch1-lr1e-5-repeat2-seed223456,0.085344675,0.076484140,-0.008860535,-10.38
UVQLM,UC-MLM,tedlium,tedlium,TED-LIUM,test,1,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch1_lr1e-5_repeat3.txt,complete,ROB-337-tedlium-test-UVQLM-epoch1-lr1e-5-repeat3-seed323456,0.085344675,0.077724615,-0.007620060,-8.93
UVQLM,UC-MLM,tedlium,tedlium,TED-LIUM,test,5,1e-5,1,123456,exp/results/repro/UVQLM/configs/tedlium_epoch5_lr1e-5.yaml,exp/results/repro/UVQLM/tedlium_epoch5_lr1e-5.txt,complete,ROB-108-tedlium-test-UVQLM-tedlium_epoch5_lr1e-5-repeat1,0.085344675,0.074286727,-0.011057948,-12.96
UVQLM,UC-MLM,tedlium,tedlium,TED-LIUM,test,5,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch5_lr1e-5_repeat2.txt,complete,ROB-337-tedlium-test-UVQLM-epoch5-lr1e-5-repeat2-seed223456,0.085344675,0.075314549,-0.010030126,-11.75
UVQLM,UC-MLM,tedlium,tedlium,TED-LIUM,test,5,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch5_lr1e-5_repeat3.txt,complete,ROB-337-tedlium-test-UVQLM-epoch5-lr1e-5-repeat3-seed323456,0.085344675,0.075031012,-0.010313663,-12.08
UVQLM,UC-MLM,earnings22,earnings22,Earnings-22,test,1,1e-5,1,123456,exp/results/repro/UVQLM/configs/earnings22_epoch1_lr1e-5.yaml,exp/results/repro/UVQLM/earnings22_epoch1_lr1e-5.txt,complete,ROB-108-earnings22-test-UVQLM-earnings22_epoch1_lr1e-5-repeat1,0.235238854,0.195535404,-0.039703450,-16.88
UVQLM,UC-MLM,earnings22,earnings22,Earnings-22,test,1,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch1_lr1e-5_repeat2.txt,complete,ROB-337-earnings22-test-UVQLM-epoch1-lr1e-5-repeat2-seed223456,0.235198007,0.196209383,-0.038988624,-16.58
UVQLM,UC-MLM,earnings22,earnings22,Earnings-22,test,1,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch1_lr1e-5_repeat3.txt,complete,ROB-337-earnings22-test-UVQLM-epoch1-lr1e-5-repeat3-seed323456,0.235218430,0.194983967,-0.040234463,-17.11
UVQLM,UC-MLM,earnings22,earnings22,Earnings-22,test,5,1e-5,1,123456,exp/results/repro/UVQLM/configs/earnings22_epoch5_lr1e-5.yaml,exp/results/repro/UVQLM/earnings22_epoch5_lr1e-5.txt,complete,ROB-108-earnings22-test-UVQLM-earnings22_epoch5_lr1e-5-repeat1,0.235218430,0.182893205,-0.052325225,-22.25
UVQLM,UC-MLM,earnings22,earnings22,Earnings-22,test,5,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch5_lr1e-5_repeat2.txt,complete,ROB-337-earnings22-test-UVQLM-epoch5-lr1e-5-repeat2-seed223456,0.235238854,0.183832690,-0.051406164,-21.85
UVQLM,UC-MLM,earnings22,earnings22,Earnings-22,test,5,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch5_lr1e-5_repeat3.txt,complete,ROB-337-earnings22-test-UVQLM-epoch5-lr1e-5-repeat3-seed323456,0.235198007,0.182770664,-0.052427343,-22.29
UVQLM,UC-MLM,rev16,rev16,Rev16,test,1,1e-5,1,123456,exp/results/repro/UVQLM/configs/rev16_epoch1_lr1e-5.yaml,exp/results/repro/UVQLM/rev16_epoch1_lr1e-5.txt,complete,ROB-108-rev16-test-UVQLM-rev16_epoch1_lr1e-5-repeat1,0.172509230,0.163833470,-0.008675759,-5.03
UVQLM,UC-MLM,rev16,rev16,Rev16,test,1,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch1_lr1e-5_repeat2.txt,complete,ROB-337-rev16-test-UVQLM-epoch1-lr1e-5-repeat2-seed223456,0.172570507,0.163506661,-0.009063845,-5.25
UVQLM,UC-MLM,rev16,rev16,Rev16,test,1,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch1_lr1e-5_repeat3.txt,complete,ROB-337-rev16-test-UVQLM-epoch1-lr1e-5-repeat3-seed323456,0.172575613,0.163527087,-0.009048526,-5.24
UVQLM,UC-MLM,rev16,rev16,Rev16,test,5,1e-5,1,123456,exp/results/repro/UVQLM/configs/rev16_epoch5_lr1e-5.yaml,exp/results/repro/UVQLM/rev16_epoch5_lr1e-5.txt,complete,ROB-108-rev16-test-UVQLM-rev16_epoch5_lr1e-5-repeat1,0.172509230,0.159656442,-0.012852788,-7.45
UVQLM,UC-MLM,rev16,rev16,Rev16,test,5,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch5_lr1e-5_repeat2.txt,complete,ROB-337-rev16-test-UVQLM-epoch5-lr1e-5-repeat2-seed223456,0.172575613,0.159988357,-0.012587255,-7.29
UVQLM,UC-MLM,rev16,rev16,Rev16,test,5,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch5_lr1e-5_repeat3.txt,complete,ROB-337-rev16-test-UVQLM-epoch5-lr1e-5-repeat3-seed323456,0.172570507,0.160121124,-0.012449383,-7.21
UVQLM,UC-MLM,TAL,this_american_life,TAL,test,1,1e-5,1,123456,exp/results/repro/UVQLM/configs/TAL_epoch1_lr1e-5.yaml,exp/results/repro/UVQLM/TAL_epoch1_lr1e-5.txt,complete,ROB-108-this_american_life-test-UVQLM-TAL_epoch1_lr1e-5-repeat1,0.165691150,0.159612500,-0.006078650,-3.67
UVQLM,UC-MLM,TAL,this_american_life,TAL,test,1,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch1_lr1e-5_repeat2.txt,complete,ROB-337-TAL-test-UVQLM-epoch1-lr1e-5-repeat2-seed223456,0.165691150,0.159282629,-0.006408521,-3.87
UVQLM,UC-MLM,TAL,this_american_life,TAL,test,1,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch1_lr1e-5_repeat3.txt,complete,ROB-337-TAL-test-UVQLM-epoch1-lr1e-5-repeat3-seed323456,0.165685512,0.159330559,-0.006354953,-3.84
UVQLM,UC-MLM,TAL,this_american_life,TAL,test,5,1e-5,1,123456,exp/results/repro/UVQLM/configs/TAL_epoch5_lr1e-5.yaml,exp/results/repro/UVQLM/TAL_epoch5_lr1e-5.txt,complete,ROB-108-this_american_life-test-UVQLM-TAL_epoch5_lr1e-5-repeat1,0.165691150,0.155045054,-0.010646096,-6.43
UVQLM,UC-MLM,TAL,this_american_life,TAL,test,5,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch5_lr1e-5_repeat2.txt,complete,ROB-337-TAL-test-UVQLM-epoch5-lr1e-5-repeat2-seed223456,0.165691150,0.155149372,-0.010541778,-6.36
UVQLM,UC-MLM,TAL,this_american_life,TAL,test,5,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch5_lr1e-5_repeat3.txt,complete,ROB-337-TAL-test-UVQLM-epoch5-lr1e-5-repeat3-seed323456,0.165691150,0.155011221,-0.010679929,-6.45
UVQLM,UC-MLM,chime6,chime6,CHiME-6,test,1,1e-5,1,123456,exp/results/repro/UVQLM/configs/chime6_epoch1_lr1e-5.yaml,exp/results/repro/UVQLM/chime6_epoch1_lr1e-5.txt,complete,ROB-108-chime6-test-UVQLM-chime6_epoch1_lr1e-5-repeat1,0.843637645,0.834543532,-0.009094114,-1.08
UVQLM,UC-MLM,chime6,chime6,CHiME-6,test,1,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch1_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch1_lr1e-5_repeat2.txt,complete,ROB-337-chime6-test-UVQLM-epoch1-lr1e-5-repeat2-seed223456,0.843637645,0.816002820,-0.027634826,-3.28
UVQLM,UC-MLM,chime6,chime6,CHiME-6,test,1,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch1_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch1_lr1e-5_repeat3.txt,complete,ROB-337-chime6-test-UVQLM-epoch1-lr1e-5-repeat3-seed323456,0.843620021,0.806609094,-0.037010927,-4.39
UVQLM,UC-MLM,chime6,chime6,CHiME-6,test,5,1e-5,1,123456,exp/results/repro/UVQLM/configs/chime6_epoch5_lr1e-5.yaml,exp/results/repro/UVQLM/chime6_epoch5_lr1e-5.txt,complete,ROB-108-chime6-test-UVQLM-chime6_epoch5_lr1e-5-repeat1,0.843584773,1.000000000,0.156415227,18.54
UVQLM,UC-MLM,chime6,chime6,CHiME-6,test,5,1e-5,2,223456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch5_lr1e-5_repeat2.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch5_lr1e-5_repeat2.txt,complete,ROB-337-chime6-test-UVQLM-epoch5-lr1e-5-repeat2-seed223456,0.843584773,1.000000000,0.156415227,18.54
UVQLM,UC-MLM,chime6,chime6,CHiME-6,test,5,1e-5,3,323456,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch5_lr1e-5_repeat3.yaml,exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch5_lr1e-5_repeat3.txt,complete,ROB-337-chime6-test-UVQLM-epoch5-lr1e-5-repeat3-seed323456,0.843637645,0.846475150,0.002837504,0.34
