condition,method,label,config_path,result_path,status,original_wer,updated_wer,wer_delta,relative_wer_change_pct,rob120_updated_wer,delta_vs_rob120_updated_wer
fixed_0.0,RewardConditionedMaskLMReward0,fixed reward 0.0,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMReward0/configs/earnings22_test_epoch1_lr1e-5.yaml,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMReward0/earnings22_test_epoch1_lr1e-5.txt,complete,0.235218,0.201438,-0.033781,-14.36,0.200008,0.001430
fixed_1.0,RewardConditionedMaskLMReward1,fixed reward 1.0,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMReward1/configs/earnings22_test_epoch1_lr1e-5.yaml,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMReward1/earnings22_test_epoch1_lr1e-5.txt,complete,0.235198,0.195454,-0.039744,-16.90,0.197619,-0.002165
uniform_0.0_1.0,RewardConditionedMaskLMUniform0to1,"uniform reward [0.0, 1.0]",/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMUniform0to1/configs/earnings22_test_epoch1_lr1e-5.yaml,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMUniform0to1/earnings22_test_epoch1_lr1e-5.txt,complete,0.235218,0.195474,-0.039744,-16.90,0.195801,-0.000327
uniform_0.5_1.0,RewardConditionedMaskLMUniform0p5to1,"uniform reward [0.5, 1.0]",/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMUniform0p5to1/configs/earnings22_test_epoch1_lr1e-5.yaml,/exp/exp4/acp21rjf/symphony-workspaces-learning-to-augment/ROB-124/exp/results/repro/reward_conditioned_lm/no_audio_conditioning/rob124_384_dropout_earnings_reward_controls/RewardConditionedMaskLMUniform0p5to1/earnings22_test_epoch1_lr1e-5.txt,complete,0.235198,0.194943,-0.040255,-17.12,0.196434,-0.001491
